2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[1.105, -1.182, 0.925], 偏航角=-179.01°
2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[1.118, -1.099, 0.925], 偏航角=-89.31°
2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[1.124, 1.075, 0.925], 偏航角=-101.65°
2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[-1.022, 0.965, 0.925], 偏航角=-25.84°
2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[-1.027, 0.759, 0.925], 偏航角=83.22°
2025-07-12 00:00:03,465 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.092, 1.163, 0.925], 偏航角=-35.95°
2025-07-12 00:00:03,466 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[1.092, 1.025, 0.925], 偏航角=53.47°
2025-07-12 00:00:03,466 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[1.06, -1.345, 0.925], 偏航角=-52.80°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[0.741, -1.561, 0.925], 偏航角=165.85°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[0.794, -1.571, 0.925], 偏航角=-97.62°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[1.115, 0.584, 0.925], 偏航角=-95.71°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[-0.792, 1.472, 0.925], 偏航角=-45.13°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[-0.988, 1.293, 0.925], 偏航角=83.96°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.117, 1.05, 0.925], 偏航角=-32.79°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[1.093, 0.521, 0.925], 偏航角=53.43°
2025-07-12 00:00:11,769 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[0.595, -1.554, 0.925], 偏航角=-97.75°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[0.243, -1.555, 0.925], 偏航角=172.06°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[0.344, -1.554, 0.925], 偏航角=-97.26°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[1.115, 0.08, 0.925], 偏航角=-95.71°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[-0.302, 1.453, 0.925], 偏航角=-9.31°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[-0.505, 1.454, 0.925], 偏航角=80.55°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[1.093, 0.017, 0.925], 偏航角=53.41°
2025-07-12 00:00:19,579 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[0.091, -1.555, 0.925], 偏航角=-97.75°
2025-07-12 00:00:27,084 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-0.261, -1.556, 0.925], 偏航角=172.06°
2025-07-12 00:00:27,084 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-0.16, -1.555, 0.925], 偏航角=-97.26°
2025-07-12 00:00:27,084 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[1.116, -0.424, 0.925], 偏航角=-95.71°
2025-07-12 00:00:27,084 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[0.202, 1.453, 0.925], 偏航角=-9.31°
2025-07-12 00:00:27,084 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[-0.001, 1.453, 0.925], 偏航角=80.55°
2025-07-12 00:00:27,085 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[1.093, -0.487, 0.925], 偏航角=53.38°
2025-07-12 00:00:27,085 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-0.413, -1.556, 0.925], 偏航角=-97.75°
2025-07-12 00:00:34,904 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-0.733, -1.539, 0.925], 偏航角=161.30°
2025-07-12 00:00:34,904 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-0.662, -1.556, 0.925], 偏航角=-98.59°
2025-07-12 00:00:34,905 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[1.116, -0.928, 0.925], 偏航角=-95.71°
2025-07-12 00:00:34,905 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[0.683, 1.46, 0.93], 偏航角=-31.05°
2025-07-12 00:00:34,905 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[0.503, 1.453, 0.925], 偏航角=80.55°
2025-07-12 00:00:34,905 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[1.093, -0.991, 0.925], 偏航角=53.35°
2025-07-12 00:00:34,905 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-0.794, -1.513, 0.925], 偏航角=-115.82°
2025-07-12 00:00:43,837 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-1.033, -1.089, 0.925], 偏航角=171.70°
2025-07-12 00:00:43,837 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-1.048, -1.206, 0.925], 偏航角=-105.22°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[0.976, -1.462, 0.924], 偏航角=-103.76°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[1.09, 1.103, 0.925], 偏航角=-48.60°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[1.015, 1.302, 0.925], 偏航角=60.91°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.118, 1.045, 0.925], 偏航角=-29.23°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[0.926, -1.505, 0.925], 偏航角=-30.91°
2025-07-12 00:00:43,838 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-1.022, -0.971, 0.925], 偏航角=-134.66°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-1.028, -0.585, 0.925], 偏航角=171.93°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-1.028, -0.713, 0.925], 偏航角=-98.40°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(3)' (正在移动): 位置=[0.843, -1.533, 0.925], 偏航角=-159.03°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(4)' (正在移动): 位置=[1.079, 1.055, 0.925], 偏航角=-42.56°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(5)' (正在移动): 位置=[1.121, 1.088, 0.925], 偏航角=55.24°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.111, 0.726, 0.925], 偏航角=-18.58°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[0.44, -1.554, 0.925], 偏航角=-7.31°
2025-07-12 00:00:52,181 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-1.022, -0.467, 0.925], 偏航角=-134.66°
2025-07-12 00:01:00,213 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-1.028, -0.081, 0.925], 偏航角=171.93°
2025-07-12 00:01:00,213 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-1.028, -0.209, 0.925], 偏航角=-98.40°
2025-07-12 00:01:00,213 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.111, 0.222, 0.925], 偏航角=-18.58°
2025-07-12 00:01:00,213 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[-0.064, -1.555, 0.925], 偏航角=-7.31°
2025-07-12 00:01:00,213 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-1.021, 0.037, 0.925], 偏航角=-134.66°
2025-07-12 00:01:08,302 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-1.027, 0.423, 0.925], 偏航角=171.93°
2025-07-12 00:01:08,302 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-1.027, 0.295, 0.925], 偏航角=-98.40°
2025-07-12 00:01:08,303 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.111, -0.282, 0.925], 偏航角=-18.58°
2025-07-12 00:01:08,303 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[-0.568, -1.556, 0.925], 偏航角=-7.31°
2025-07-12 00:01:08,303 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-1.021, 0.541, 0.925], 偏航角=-134.66°
2025-07-12 00:01:16,628 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-1.027, 0.927, 0.925], 偏航角=171.93°
2025-07-12 00:01:16,629 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-1.027, 0.799, 0.925], 偏航角=-98.40°
2025-07-12 00:01:16,629 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.111, -0.786, 0.925], 偏航角=-18.59°
2025-07-12 00:01:16,629 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[-1.039, -1.245, 0.925], 偏航角=-58.28°
2025-07-12 00:01:16,629 - INFO - 节点 'cardboard_box(8)' (正在移动): 位置=[-1.02, 1.045, 0.925], 偏航角=-134.66°
2025-07-12 00:01:24,983 - INFO - 节点 'cardboard_box(1)' (正在移动): 位置=[-0.818, 1.481, 0.925], 偏航角=158.09°
2025-07-12 00:01:24,983 - INFO - 节点 'cardboard_box(2)' (正在移动): 位置=[-0.966, 1.333, 0.925], 偏航角=-114.48°
2025-07-12 00:01:24,983 - INFO - 节点 'cardboard_box(6)' (正在移动): 位置=[1.071, -1.33, 0.925], 偏航角=-24.93°
2025-07-12 00:01:24,983 - INFO - 节点 'cardboard_box(7)' (正在移动): 位置=[-1.023, -0.745, 0.925], 偏航角=-30.51°
